"","volume","church","page","city","state","start.date","end.date","communion.general","converts","under.instruction","diocese","type","mission.number","communion.adults","communion.children","communion.men","communion.women","order","notes","converts.adult","converts.children","location"
"137",2,"Nativity Church",4,"New York","NY","1/4/1863","1/16/1863",3500,"",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"138",2,"Church of St. Rose of Lima",5,"Carbondale","PA","1/25/1863","2/3/1863",2100,"7",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Carbondale PA"
"139",2,"Assumption Church",6,"Philadelphia","PA","2/15/1863","2/26/1863",1500,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Philadelphia PA"
"140",2,"Cathedral of the Holy Cross",7,"Boston","MA","3/8/1863","3/17/1863",3000,"",NA,"Boston","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Boston MA"
"141",2,"Church of the Most Holy Name of Jesus",8,"Chicopee","MA","4/12/1863","4/20/1863",2600,"3",NA,"Boston","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chicopee MA"
"142",2,"St. Joseph's Church",9,"Pittsfield","MA","5/3/1863","5/12/1863",2000,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Pittsfield MA"
"143",2,"Church of Our Lady of Mercy",10,"Port Chester","NY","9/13/1863","9/21/1863",710,"1",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Port Chester NY"
"144",2,"Cathedral of the Holy Name",11,"Chicago","IL","10/4/1863","10/14/1863",2600,"8",NA,"Chicago","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chicago IL"
"145",2,"St. Patrick's Cathedral",12,"St. Louis","MO","10/25/1863","11/4/1863",2500,"3",NA,"St. Louis","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"St. Louis MO"
"146",2,"St. John's Church",13,"St. Louis","MO","11/15/1863","11/24/1863",1300,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"St. Louis MO"
"147",2,"St. Theresa's ",14,"New York","NY","1/3/1864","1/15/1864",4500,"6",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"148",2,"St. John's Church",15,"Honesdale","PA","1/24/1864","2/1/1864",1400,"1",NA,"Philadelphia","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Honesdale PA"
"149",2,"Church of the Immaculate Conception",17,"Stoughton","MA","2/14/1864","2/21/1864",567,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Stoughton MA"
"150",2,"Church of St. John the Baptist",18,"Trenton","NJ","2/28/1864","3/10/1864",2800,"10",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Trenton NJ"
"151",2,"Church of St. Patrick",21,"North Bridgewater","MA","4/3/1864","4/10/1864",1100,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"North Bridgewater MA"
"152",2,"",23,"Webster","MA","4/17/1864","4/24/1864",700,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Webster MA"
"153",2,"Church of St. William",24,"Ware","MA","5/1/1864","5/8/1864",1080,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Ware MA"
"154",2,"Church of Immaculate Conception",25,"Port Jervis","NY","9/11/1864","9/21/1864",750,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Port Jervis NY"
"155",2,"Church of St. Peter",26,"Southbridge","MA","10/2/1864","10/9/1864",730,"4",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Southbridge MA"
"156",2,"Church of St. Mary",27,"Lancaster","OH","10/23/1864","10/31/1864",800,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Lancaster OH"
"157",2,"Church of the Assumption",31,"Brookline","MA","11/6/1864","11/14/1864",1200,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Brookline MA"
"158",2,"",31,"Brighton","MA","11/17/1864","11/17/1864",700,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Brighton MA"
"159",2,"Church of the Immaculate Conception",32,"Salem","MA","12/4/1864","12/13/1864",2100,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Salem MA"
"160",2,"Church of St. James",33,"Salem","MA","1/1/1865","1/11/1865",2551,"11",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Salem MA"
"161",2,"Church of St. Thomas Aquinas",34,"Archibald","PA","1/29/1865","2/5/1865",1200,"",NA,"Philadelphia","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Archibald PA"
"162",2,"Church of Immaculate Conception",35,"Birmingham","CT","2/12/1865","2/20/1865",1600,"1",NA,"Hartford","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Birmingham CT"
"163",2,"Church of St. Gregory Thaumaturgus",36,"Milton","MA","3/12/1865","3/19/1865",1200,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Milton MA"
"164",2,"Church of St. Mary",37,"Clifton, Staten Island","NY","3/26/1865","4/4/1865",1600,"13",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Clifton, Staten Island NY"
"165",2,"Church of St. John",38,"Newark","NJ","5/7/1865","5/14/1865",1400,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Newark NJ"
"166",2,"Church of St. Ann",39,"Manchester","NH","9/24/1865","10/5/1865",2600,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Manchester NH"
"167",2,"Church of St. Mary",41,"Cold Spring","NY","10/29/1865","11/5/1865",721,"",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Cold Spring NY"
"168",2,"Church of the Immaculate Conception",51,"Nashua","NH","4/30/1871","5/7/1871",1261,"",NA,"Portland","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Nashua NH"
"169",2,"Church of St. Patrick",53,"North Bridgewater","MA","10/29/1871","11/5/1871",1400,"",NA,"Boston","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"North Bridgewater MA"
"170",2,"Church of St. Gregory Thaumaturgus",54,"Milton","MA","2/25/1872","3/3/1872",2000,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Milton MA"
"171",2,"Church of St. Paul",55,"Wilmington","DE","4/28/1872","5/5/1872",1300,"",NA,"Wilmington","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Wilmington DE"
"172",2,"St. Peter's Cathedral",56,"Wilmington","DE","10/29/1872","11/5/1872",1800,"",NA,"Wilmington","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Wilmington DE"
"173",2,"Church of the Sacred Heart",57,"Philadelphia","PA","11/10/1872","11/18/1872",1500,"9",NA,"Philadelphia","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Philadelphia PA"
"174",2,"Church of Ss. Peter and Paul",58,"Sandusky","OH","11/24/1872","12/3/1872",1500,"2",NA,"Cleveland","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Sandusky OH"
"175",2,"Church of St. John the Evangelist",59,"Birmingham","PA","12/8/1872","12/18/1872",2150,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Birmingham PA"
"176",2,"Church of St. Mary",60,"Randolph","MA","12/29/1872","1/5/1873",1600,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Randolph MA"
"177",2,"St. Theresa's Church",61,"New York","NY","1/12/1873","1/26/1873",6600,"10",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"178",2,"Church of St. Mary",63,"Albany","NY","2/2/1873","2/12/1873",2780,"2",NA,"Albany","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Albany NY"
"179",2,"St. Peter's Cathedral",64,"Cincinnati","OH","2/23/1873","3/9/1873",3000,"2",NA,"Cincinnati","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Cincinnati OH"
"180",2,"Church of St. Paul the Apostle",65,"New York","NY","3/16/1873","3/30/1873",5500,"",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"181",2,"Cathedral of St. Joseph",68,"Columbus","OH","4/20/1873","4/29/1873",2100,"",NA,"Columbus","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Columbus OH"
"182",2,"Church of the Sacred Heart",69,"Sharon","PA","5/4/1873","5/11/1873",700,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Sharon PA"
"183",2,"Church of the Holy Name",70,"New York","NY","5/18/1873","5/25/1873",1030,"",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"184",2,"St. Elizabeth's Church",72,"Washington Heights","NY","9/21/1873","9/28/1873",1007,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Washington Heights NY"
"185",2,"St. Mary's Church",73,"Fall River","MA","10/5/1873","10/19/1873",5300,"8",NA,"Providence","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Fall River MA"
"186",2,"St. Patrick's Church",76,"New London","CT","10/26/1873","11/4/1873",1400,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New London CT"
"187",2,"St. Mary's Church",78,"Providence","RI","11/2/1873","11/11/1873",4000,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Providence RI"
"188",2,"Church of St. John the Baptist",79,"Canton","OH","11/16/1873","11/25/1873",700,"22",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Canton OH"
"189",2,"St. Joseph's Cathedral",80,"Buffalo","NY","11/30/1873","12/14/1873",4500,"7",NA,"Buffalo","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Buffalo NY"
"190",2,"St. Malachy's Church",81,"Arlington","MA","1/4/1874","1/12/1874",1170,"4",NA,"Boston","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Arlington MA"
"191",2,"Church of St. Bridget",82,"Lexington","MA","1/4/1874","1/13/1874",400,"4",NA,"Boston","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Lexington MA"
"192",2,"Church of the Assumption",83,"East Boston","MA","1/16/1874","2/1/1874",2350,"18",NA,"Boston","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"East Boston MA"
"193",2,"Church of St. Michael",84,"Brattleboro","VT","2/8/1874","2/15/1874",570,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Brattleboro VT"
"194",2,"Church of St. Joseph",87,"Kingston","NY","2/22/1874","3/2/1874",1400,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Kingston NY"
"195",2,"Church of the Sacred Heart",88,"Central Falls","NY","3/8/1874","3/16/1874",1450,"12",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Central Falls NY"
"196",2,"St. Joseph's Church",90,"Circleville","OH","2/8/1874","2/17/1874",400,"8",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Circleville OH"
"197",2,"St. Joseph's Church",92,"Fond du Lac","WI","2/22/1874","3/4/1874",1650,"2",NA,"Milwaukee","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Fond du Lac WI"
"198",2,"Church of the Holy Cross",93,"Ovid","NY","3/22/1874","3/29/1874",700,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Ovid NY"
"199",2,"Church of the Nativity",94,"New York","NY","4/12/1874","4/28/1874",4280,"6",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"200",2,"Church of St. Rose of Lima",95,"Suffern","NY","5/3/1874","5/8/1874",150,"2",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Suffern NY"
"201",2,"Church of St. Mary",95,"Greenwood","NY","5/10/1874","5/17/1874",260,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Greenwood NY"
"202",2,"St. Jarlath's Church",98,"Chicago","IL","9/27/1874","10/7/1874",800,"1",NA,"Chicago","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chicago IL"
"203",2,"Church of St. Pius",99,"Chicago","IL","10/11/1874","10/25/1874",1500,"12",NA,"Chicago","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chicago IL"
"204",2,"Church of the Annunciation",100,"Manhattanville","NY","10/4/1874","10/14/1874",2600,"6",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Manhattanville NY"
"205",2,"St. John's Church",102,"Trenton","NJ","10/25/1874","11/5/1874",2700,"6",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Trenton NJ"
"206",2,"St. Mary's Church",103,"New Haven","CT","11/8/1874","11/19/1874",2600,"8",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New Haven CT"
"207",2,"St. Mary's Church",104,"Jersey City","NJ","12/6/1874","12/20/1874",4800,"6",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Jersey City NJ"
"208",2,"St. Mary's Cathedral",105,"Ogdensburg","NY","1/3/1875","1/14/1875",1850,"6",NA,"Ogdensburg","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Ogdensburg NY"
"209",2,"St. Mary's Cathedral",108,"San Francisco","CA","2/14/1875","2/28/1875",2800,"6",NA,"San Francisco","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"San Francisco CA"
"210",2,"St. Francis Church",109,"San Francisco","CA","3/7/1875","3/16/1875",1350,"7",NA,"San Francisco","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"San Francisco CA"
"211",2,"St. Mary's Church",111,"Oakland","CA","3/7/1875","3/16/1875",1700,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Oakland CA"
"212",2,"St. Patrick's Church",112,"San Francisco","CA","3/21/1875","4/5/1875",9000,"13",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"San Francisco CA"
"213",2,"Church of St. Rose of Lima",114,"Sacramento","CA","4/4/1875","4/14/1875",1600,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Sacramento CA"
"214",2,"Church of San Rafael",115,"San Rafael","CA","3/21/1875","3/28/1875",360,"9",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"San Rafael CA"
"215",2,"St. Peter's Church",116,"San Francisco","CA","4/11/1875","4/21/1875",1600,"5",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"San Francisco CA"
"216",2,"St. Joseph's Church",117,"San Jose","CA","4/18/1875","4/28/1875",1100,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"San Jose CA"
"217",2,"Church of the Holy Cross",119,"Santa Cruz","CA","4/25/1875","5/2/1875",650,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Santa Cruz CA"
"218",2,"St. Joseph's Cathedral",120,"Marysville","CA","5/16/1875","5/24/1875",550,"5",NA,"Sacramento","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Marysville CA"
"219",2,"Church of the Immaculate Conception",121,"Smartsville","CA","5/16/1875","5/24/1875",350,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Smartsville CA"
"220",2,"Church of the Immaculate Conception",122,"Virginia City","NV","5/30/1875","6/13/1875",1200,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Virginia City NV"
"221",2,"St. Patrick's Church",123,"Gold Hill","NV","5/30/1875","6/6/1875",660,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Gold Hill NV"
"222",2,"Church of Mary Magdalen",124,"Salt Lake City","UT","6/20/1875","6/27/1875",75,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Salt Lake City UT"
"223",2,"",125,"Ophir City","UT","6/20/1875","6/25/1875",37,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Ophir City UT"
"224",2,"Church of St. Michael",126,"Stillwater","MN","9/19/1875","9/30/1875",1200,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Stillwater MN"
"225",2,"Cathedral of St. Paul",127,"St. Paul","MN","10/3/1875","10/17/1875",2100,"6",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"St. Paul MN"
"226",2,"St. Mary's Church",130,"St. Paul","MN","10/24/1875","11/3/1875",1200,"6",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"St. Paul MN"
"227",2,"Church of the Immaculate Conception",132,"Minneapolis","MN","11/7/1875","11/21/1875",2200,"12",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Minneapolis MN"
"228",2,"Church of the Immaculate Conception",133,"Faribault","MN","11/28/1875","12/8/1875",1300,"6",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Faribault MN"
"229",2,"Church of St. Thomas",134,"Winona","MN","12/12/1875","12/19/1875",800,"10",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Winona MN"
"230",2,"St. John's Church",135,"Baltimore","MD","1/9/1876","1/23/1876",4200,"29",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Baltimore MD"
"231",2,"Church of St. Michael",136,"Penn Yan","NY","1/30/1876","2/9/1876",800,"2",NA,"Rochester","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Penn Yan NY"
"232",2,"Church of St. Rose of Lima",137,"Chelsea","MA","2/27/1876","3/12/1876",3200,"14",NA,"Boston","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chelsea MA"
"233",2,"Church of St. Patrick",138,"Boston","MA","3/19/1876","4/9/1876",4000,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Boston MA"
"234",2,"Church of St. Michael",139,"Jersey City","NJ","4/23/1876","5/7/1876",5000,"7",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Jersey City NJ"
"235",2,"Cathedral of St. Paul",141,"St. Paul","MN","9/10/1876","9/14/1876",1500,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"St. Paul MN"
"236",2,"St. Augustine's Church",142,"Austin","MN","9/17/1876","9/27/1876",790,"17",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Austin MN"
"237",2,"St. Lawrence's Church",143,"Fountain","MN","10/1/1876","10/6/1876",440,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Fountain MN"
"238",2,"St. Patrick's Church",144,"Lanesboro","MN","10/8/1876","10/18/1876",620,"13",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Lanesboro MN"
"239",2,"St. Patrick's Church",145,"Caledonia","MN","10/27/1876","10/30/1876",960,"6",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Caledonia MN"
"240",2,"Church of St. Patrick",146,"Brownsville","MN","11/4/1876","11/9/1876",520,"8",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Brownsville MN"
"241",2,"St. Thomas's Church",147,"Rochester","MN","11/19/1876","11/28/1876",1537,"8",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Rochester MN"
"242",2,"St. Bridget's Church",148,"Rochester","MN","11/29/1876","12/3/1876",626,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Rochester MN"
"243",2,"St. Mary's Church",149,"Waverly","MN","9/17/1876","9/24/1876",460,"11",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Waverly MN"
"244",2,"St. Gerhard's Church",150,"Forest City","MN","10/1/1876","10/10/1876",700,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Forest City MN"
"245",2,"St. Mary's Church",151,"Shakopee","MN","10/15/1876","10/22/1876",415,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Shakopee MN"
"246",2,"Church of the Sacred Heart",152,"Belle Plaine","MN","10/29/1876","11/7/1876",1030,"4",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Belle Plaine MN"
"247",2,"St. Mary's Church",153,"Le Sueur","MN","11/12/1876","11/19/1876",520,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Le Sueur MN"
"248",2,"St. Patrick's Church",154,"Shieldsville","MN","11/26/1876","12/6/1876",1100,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Shieldsville MN"
"249",2,"Church of the Guardian Angels",155,"Hastings","MN","9/17/1876","9/26/1876",1050,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Hastings MN"
"250",2,"St. Joseph's Church",156,"Red Wing","MN","10/1/1876","10/6/1876",240,"0",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Red Wing MN"
"251",2,"St. Mary's Church",157,"Lake City and West Albany","MN","10/8/1876","10/17/1876",443,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Lake City and West Albany MN"
"252",2,"Church of St. Felix of Valois",159,"Wabasha","MN","10/22/1876","10/29/1876",470,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Wabasha MN"
"253",2,"Church of the Immaculate Conception",160,"Highland","MN","10/29/1876","11/2/1876",370,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Highland MN"
"254",2,"Church of the Sacred Heart",162,"Owatonna","MN","11/5/1876","11/12/1876",400,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Owatonna MN"
"255",2,"Church of St. Charles Borromeo",163,"St. Charles","MN","11/19/1876","11/24/1876",375,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"St. Charles MN"
"256",2,"Church of Ss. Peter and Paul",164,"Hart","MN","11/26/1876","11/29/1876",215,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Hart MN"
"257",2,"Church of Our Lady, Help of Christians",165,"Sioux City","IA","12/3/1876","12/13/1876",750,"6",NA,"Dubuque","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Sioux City IA"
"258",2,"",166,"Yankton","SD","12/10/1876","12/17/1876",320,"5",NA,"St. Paul","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Yankton SD"
"259",2,"Church of the Immaculate Conception",168,"Ithaca","NY","12/31/1876","1/9/1877",1120,"7",NA,"Rochester","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Ithaca NY"
"260",2,"Church of the Holy Family",170,"Auburn","NY","1/21/1877","2/4/1877",3500,"3",NA,"Rochester","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Auburn NY"
"261",2,"Church of St. Lucy",172,"Syracuse","NY","1/21/1877","1/30/1877",1500,"5",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Syracuse NY"
"262",2,"Church of the Epiphany",173,"New York","NY","2/11/1877","2/25/1877",5300,"0",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"263",2,"St. Bridget's Church",175,"New York","NY","3/4/1877","3/18/1877",8000,"15",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"264",2,"St. Francis de Sales Church",177,"Charlestown","NY","4/8/1877","4/24/1877",6900,"25",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Charlestown NY"
"265",2,"St John Baptist Church",180,"Salina","NY","4/29/1877","5/9/1877",1900,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Salina NY"
"266",2,"Church of the Sacred Heart",181,"Weymouth","MA","4/29/1877","5/9/1877",1700,"0",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Weymouth MA"
"267",2,"",183,"Everett","MA","5/13/1877","5/20/1877",468,"5",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Everett MA"
"268",2,"St. James Church",186,"Bay City","MI","9/16/1877","9/26/1877",1700,"7",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Bay City MI"
"269",2,"St. Pius Church",187,"Chicago","IL","9/30/1877","10/11/1877",1280,"0",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chicago IL"
"270",2,"St. James Church",189,"Chicago","IL","10/21/1877","11/7/1877",3086,"8",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chicago IL"
"271",2,"St. Aloysius Church",191,"Detroit","MI","11/18/1877","12/4/1877",2000,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Detroit MI"
"272",2,"St. John's Church",193,"Indianapolis","IN","12/9/1877","12/22/1877",3790,"4",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Indianapolis IN"
"273",2,"Church of OUr Lady of Perpetual Help",196,"Defiance","OH","9/30/1877","10/10/1877",450,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Defiance OH"
"274",2,"St Stephen's Church",197,"Flora","IL","10/14/1877","10/21/1887",150,"4",NA,"Alton","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Flora IL"
"275",2,"Church of St. Charles Borromeo",198,"Charleston","IL","10/28/1877","11/4/1877",160,"0",NA,"Alton","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Charleston IL"
"276",2,"Church Regina Coeli",199,"Marshall","IL","11/4/1877","11/13/1877",340,"7",NA,"Alton","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Marshall IL"
"277",2,"Church of St. Mary",200,"Paris","IL","11/18/1877","11/25/1877",462,"2",NA,"Alton","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Paris IL"
"278",2,"Church of St. Mary's",201,"St. Mary's of the Woods","IN","11/25/1877","12/4/1877",315,"5",NA,"Vincennes","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"St. Mary's of the Woods IN"
"279",2,"Church of St. Patrick",202,"Galesburg","IL","12/9/1877","12/19/1877",1000,"2",NA,"Peoria","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Galesburg IL"
"280",2,"Church of St. Paul the Apostle",204,"New York","NY","1/6/1878","1/27/1878",6200,"6",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"281",2,"St. Bernard's Church",206,"Rockville","CT","1/21/1878","1/29/1878",1058,"6",NA,"Hartford","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Rockville CT"
"282",2,"St. Paul's Church 117th St.",207,"Harlem","NY","2/3/1878","2/17/1878",4539,"0",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Harlem NY"
"283",2,"St. Augustine's Church",208,"South Boston","MA","3/3/1878","3/24/1878",5674,"11",NA,"Boston","mission",NA,NA,1000,NA,NA,"Paulist","",NA,NA,"South Boston MA"
