"","volume","church","page","city","state","start.date","end.date","communion.general","converts","under.instruction","diocese","type","mission.number","communion.adults","communion.children","communion.men","communion.women","order","notes","converts.adult","converts.children","location"
"284",2,"St Bridget's Church",210,"Cleveland","OH","3/31/1878","4/10/1878",1323,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Cleveland OH"
"285",2,"Church of St. Antony of Padua",212,"White River Junction","VT","3/10/1878","3/17/1878",550,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"White River Junction VT"
"286",2,"St. Mary's Church",214,"Bellows Falls","VT","3/24/1878","4/1/1878",612,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Bellows Falls VT"
"287",2,"",215,"Sandy Hill, Hudson Falls","NY","4/7/1878","4/16/1878",1100,"8",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","The mission was held in Sandy Hills, which is probably Hudson, NY.",NA,NA,"Sandy Hill, Hudson Falls NY"
"288",2,"Church of St. Bridget",216,"North Manchester","CT","5/5/1878","5/5/1878",645,"1",NA,"Hartford","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"North Manchester CT"
"289",2,"Church of St. James",217,"South Manchester","CT","5/5/1878","5/12/1878",845,"1",NA,"Hartford","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"South Manchester CT"
"290",2,"",219,"Brockton","MA","4/28/1878","5/6/1878",2322,"7",NA,"Boston","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Brockton MA"
"291",2,"",220,"West Roxbury","MA","5/12/1878","5/21/1878",424,"3",NA,"Boston","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"West Roxbury MA"
"292",2,"Church of the Epiphany",229,"Monmouth","IL","9/29/1878","10/7/1878",510,"1",NA,"Peoria","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Monmouth IL"
"293",2,"Church of Immaculate Conception",230,"Lacon","IL","10/13/1878","10/20/1878",360,"0",NA,"Peoria","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Lacon IL"
"294",2,"Church of St. Patrick",231,"Camp Grove","IL","10/20/1878","10/27/1878",580,"1",NA,"Peoria","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Camp Grove IL"
"295",2,"Church of St. Patrick",232,"O'Fallon","IL","11/3/1878","11/10/1878",380,"1",NA,"Chicago","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"O'Fallon IL"
"296",2,"",232,"Morrison","IL","11/3/1878","11/10/1878",127,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Morrison IL"
"297",2,"",233,"","IL","11/14/1878","11/17/1878",93,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA," IL"
"298",2,"",233,"Savannah","IL","11/14/1878","11/17/1878",130,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Savannah IL"
"299",2,"",233,"Sabula","IL","11/24/1878","11/24/1878",86,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Sabula IL"
"300",2,"",234,"Lyons","IA","11/24/1878","12/1/1878",860,"1",NA,"Dubuque","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Lyons IA"
"301",2,"Church of St. Paul of the Cross",235,"Jersey City","NY","9/22/1878","10/2/1878",1343,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Jersey City NY"
"302",2,"",236,"Garder","MA","10/6/1878","10/10/1878",975,"",NA,"Springfield","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Garder MA"
"303",2,"",239,"Winchendon","MA","10/13/1878","10/21/1878",625,"",NA,"Springfield","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Winchendon MA"
"304",2,"",240,"Shullsburg","WI","10/27/1878","11/6/1878",1149,"5",NA,"Milwaukee","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Shullsburg WI"
"305",2,"St. Pius Church",342,"Chicago","IL","11/10/1878","11/17/1878",1100,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chicago IL"
"306",2,"St. Francis de Sales Church",343,"Toledo","OH","11/24/1878","12/4/1878",1688,"0",NA,"Cleveland","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Toledo OH"
"307",2,"St. Mary's Church",344,"Albany","NY","12/8/1878","12/22/1878",3368,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Albany NY"
"308",2,"Church of the Holy Rosary",346,"Newburgh","OH","1/5/1879","1/20/1879",1960,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Newburgh OH"
"309",2,"St. Raphael's Church",347,"Madison","WI","1/26/1879","2/5/1879",1896,"8",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Madison WI"
"310",2,"All Saint's Church",348,"Chicago","IL","2/9/1879","2/23/1879",2163,"5",NA,"Chicago","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chicago IL"
"311",2,"St. Patrick's Church",349,"Providence","RI","3/2/1879","3/16/1879",3507,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Providence RI"
"312",2,"St Mary's Church",350,"New London","CT","3/23/1879","4/2/1879",1826,"4",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New London CT"
"313",2,"St. Thomas Aquinas's Church",352,"Bridgewater","CT","4/20/1879","4/29/1879",1158,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Bridgewater CT"
"314",2,"",353,"West Roxbury","MA","5/4/1879","5/12/1879",984,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"West Roxbury MA"
"315",2,"St. Leo's Church",354,"Leominster","MA","5/18/1879","5/25/1879",725,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Leominster MA"
"316",2,"Church of the Holy Trinity",356,"Greenfield","MA","9/14/1879","9/21/1879",550,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Greenfield MA"
"317",2,"",356,"South Deerfield","MA","9/14/1879","9/21/1879",270,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"South Deerfield MA"
"318",2,"",357,"Shelbourne Falls","MA","9/14/1879","9/21/1879",115,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Shelbourne Falls MA"
"319",2,"",358,"Chicopee Falls","MA","9/25/1879","10/6/1879",1200,"",NA,"Springfield","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chicopee Falls MA"
"320",2,"",359,"Johnstown","PA","10/12/1879","10/26/1879",2344,"4",NA,"Pittsburgh","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Johnstown PA"
"321",2,"",360,"Ypsilanti","MI","11/2/1879","11/9/1879",480,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Ypsilanti MI"
"322",2,"",360,"Ann Arbor","MI","11/16/1879","11/24/1879",740,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Ann Arbor MI"
"323",2,"Church of St. Paul the Apostle",362,"New York","NY","11/30/1879","12/18/1879",5750,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"324",2,"",364,"Deposit","NY","11/9/1879","11/16/1879",480,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Deposit NY"
"325",2,"",365,"Harper's Ferry","WV","1/4/1880","1/11/1880",225,"2",NA,"Richmond","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Harper's Ferry WV"
"326",2,"",366,"Winchester","VA","1/11/1880","1/20/1880",160,"7",NA,"Richmond","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Winchester VA"
"327",2,"",367,"Martinsburg","WV","1/25/1880","2/2/1880",582,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Martinsburg WV"
"328",2,"St. Mary's Church",368,"Little Falls","NY","1/4/1880","1/14/1880",1780,"9",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Little Falls NY"
"329",2,"",369,"Marine City","MI","1/25/1880","2/1/1800",1000,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Marine City MI"
"330",2,"",369,"Algonac","MI","1/25/1880","1/27/1880",150,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Algonac MI"
"331",2,"",370,"Northfield","MI","2/8/1880","2/15/1880",523,"7",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Northfield MI"
"332",2,"",371,"Evansville","IN","2/22/1880","3/2/1880",794,"6",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Evansville IN"
"333",2,"",372,"Terre Haute","IN","3/7/1880","3/18/1880",1600,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Terre Haute IN"
"334",2,"St. Rose of Lima's Church, Cannon St",374,"Cannon St.","NY","4/4/1880","4/19/1880",4530,"18",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Cannon St. NY"
"335",2,"St. Jerome's Church, 137th St. and Alexander Avenue",376,"New York","NY","4/25/1880","5/9/1880",2325,"5",NA,"New York","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"336",2,"",379,"Chambersburg","PA","9/12/1880","9/18/1880",270,"5",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chambersburg PA"
"337",2,"Corpus Christi Church",381,"Chambersburg","PA","9/19/1880","9/27/1800",390,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chambersburg PA"
"338",2,"St. Mary's Church",382,"Hagerstown","MD","10/15/1880","10/15/1880",410,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Hagerstown MD"
"339",2,"",383,"Carlisle","PA","10/17/1880","10/25/1880",195,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Carlisle PA"
"340",2,"St. Bridget's Church",384,"Rochester","NY","9/12/1880","9/21/1880",1325,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Rochester NY"
"341",2,"",385,"Seneca Falls","NY","10/1/1880","10/1/1880",1347,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Seneca Falls NY"
"342",2,"",386,"Susquehanna","PA","11/14/1880","11/23/1880",1500,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Susquehanna PA"
"343",2,"",388,"Mamaroneck","NY","12/5/1880","12/12/1880",490,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Mamaroneck NY"
"344",2,"",389,"Staunton","VA","10/10/1880","10/17/1880",333,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Staunton VA"
"345",2,"",390,"Lexington","VA","10/24/1880","10/28/1880",24,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Lexington VA"
"346",2,"",391,"Fredricksburg","VA","10/31/1880","11/4/1880",75,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Fredricksburg VA"
"347",2,"",392,"Petersburg","VA","11/7/1880","11/14/1880",325,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Petersburg VA"
"348",2,"St. Patrick's Church",393,"Richmond","VA","11/21/1880","11/28/1880",528,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Richmond VA"
"349",2,"Cathedral",394,"Richmond","VA","11/28/1880","12/12/1880",1800,"4",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Richmond VA"
"350",2,"",395,"Bergon Point","NJ","1/16/1881","1/27/1881",1975,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Bergon Point NJ"
"351",2,"St. Peter's Church",397,"Hartford","CT","1/16/1881","1/30/1881",4288,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Hartford CT"
"352",2,"St. Mark's Church",399,"Kenastia","WI","3/6/1881","3/15/1881",714,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Kenastia WI"
"353",2,"St. Paul's Church",400,"Kenastia","WI","3/20/1881","3/26/1881",400,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Kenastia WI"
"354",2,"",400,"Marine City","MI","3/6/1881","3/15/1881",1055,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Marine City MI"
"355",2,"",402,"Delavan","WI","3/20/1881","3/29/1881",536,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Delavan WI"
"356",2,"St. John's Cathedral",403,"Milwaukee","WI","3/30/1881","4/3/1881",500,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Milwaukee WI"
"357",2,"St. Francis Xavier's Church ",404,"Baltimore","MD","4/17/1881","5/1/1881",1350,"25",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Baltimore MD"
"358",2,"St. Joseph's Church",406,"Circleville","OH","2/6/1881","2/13/1881",430,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Circleville OH"
"359",2,"St. Patrick's Church",407,"Racine","WI","3/21/1881","3/29/1881",1017,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Racine WI"
"360",2,"Church of the Assumption",408,"Evansville","IN","2/20/1881","2/27/1881",750,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Evansville IN"
"361",2,"St. James's Church",409,"Salem","MA","5/8/1815","5/23/1881",3926,"1",NA,"Cf, p. 410 which says 74 converts for this period","mission",NA,NA,250,1844,1832,"Paulist","",NA,NA,"Salem MA"
"362",2,"Cathedral",411,"Albany","NY","3/29/1881","4/3/1881",700,"",NA,"","retreat",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Albany NY"
"363",2,"St. Patrick's Church",412,"Brockton","MA","9/18/1881","9/25/1881",900,"",NA,"","retreat",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Brockton MA"
"364",2,"St. Joseph's Church",412,"New York City","NY","10/1/1881","10/8/1881",5000,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York City NY"
"365",2,"St. Mary's Church (Regina Coeli)",413,"Marshall","IL","9/18/1881","9/25/1881",382,"1",NA,"Alton","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Marshall IL"
"366",2,"Church of the Immaculate Conception",414,"Paris","IL","9/25/1881","10/2/1881",375,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Paris IL"
"367",2,"Church of the Immaculate Conception",415,"South Wheeling","WV","9/18/1881","sept 25 1881",576,"",NA,"","mission",NA,546,30,NA,NA,"Paulist","",NA,NA,"South Wheeling WV"
"368",2,"Wheeling Cathedral",417,"Wheeling","WV","10/2/1881","10/16/1881",2500,"1",NA,"Wheeling","mission",NA,2099,400,NA,NA,"Paulist","",NA,NA,"Wheeling WV"
"369",2,"St. Pius's Church",419,"Chicago","IL","10/23/1881","11/7/1881",1550,"",1,"Chicago","mission",NA,NA,446,569,535,"Paulist","",NA,NA,"Chicago IL"
"370",2,"St. Peter's Church",421,"Oshkosh","WI","10/23/1881","10/30/1881",720,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Oshkosh WI"
"371",2,"St. Mary's Church",423,"Appleton","WI","10/30/1881","11/6/1881",620,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Appleton WI"
"372",2,"St. Patrick's Church",424,"Chicago","IL","11/13/1881","11/21/1881",4600,"2",10,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chicago IL"
"373",2,"St. Bridget's Church",426,"Stanton","WI","12/4/1881","12/11/1881",234,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Stanton WI"
"374",2,"Church of the Immaculate Conception",428,"New Richmond","WI","12/18/1881","12/25/1881",404,"7",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New Richmond WI"
"375",2,"Church of St. Charles Borromeo",430,"Charleston","IL","12/2/1881","12/9/1881",204,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Charleston IL"
"376",2,"Church of the Annunciation",431,"Brazil","IN","12/4/1881","12/11/1881",335,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Brazil IN"
"377",2,"",432,"Carbon","IN","12/11/1881","12/16/1881",84,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Carbon IN"
"378",2,"",433,"Evansville","IN","12/1/1881","12/1/1881",350,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Evansville IN"
"379",2,"St. Augustine's Church",434,"Boston","MA","12/1/1881","12/1/1881",900,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Boston MA"
"380",2,"St. Patrick's Church",434,"Lowell","MA","1/1/1882","1/7/1882",5800,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Lowell MA"
"381",2,"St. Peter's Church",435,"Hartford","CT","1/8/1882","1/22/1882",4622,"2",NA,"","mission",NA,NA,752,1900,1970,"Paulist","",NA,NA,"Hartford CT"
"382",2,"",437,"New Lebanon","NY","1/8/1882","1/15/1882",410,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New Lebanon NY"
"383",2,"St. Rose of Lima",439,"New York","NY","2/5/1882","2/19/1882",4310,"5",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"384",2,"St. Francis de Sales",442,"Boston ","MA","2/26/1882","3/10/1882",6370,"1",6,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Boston  MA"
"385",2,"St. John's Cathedral",444,"Milwaukee","WI","3/19/1882","4/2/1882",3270,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Milwaukee WI"
"386",2,"",446,"Kenastia","WI","4/5/1882","4/9/1882",500,"",NA,"","renewal",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Kenastia WI"
"387",2,"St. Rose's Church",447,"Chelsea","MA","4/16/1882","4/30/1882",3250,"16",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Chelsea MA"
"388",2,"St. Mary's Church",448,"Everett","MA","5/7/1882","5/14/1882",497,"",3,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Everett MA"
"389",2,"St. Thomas's Church",449,"West Farms","NY","4/2/1882","4/9/1882",442,"2",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"West Farms NY"
"390",2,"Cathedral",450,"Albany","NY","5/7/1882","5/14/1882",700,"",NA,"","retreat",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Albany NY"
"391",2,"",450,"Waterville","NY","5/15/1882","5/15/1882",1000,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Waterville NY"
"392",2,"",450,"Oriskany Falls","NY","5/15/1882","5/15/1882",300,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Oriskany Falls NY"
"393",2,"",451,"Hamilton","NY","11/1/1881","11/1/1881",550,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Hamilton NY"
"394",2,"",451,"Sherburne","NY","11/1/1881","11/1/1881",250,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Sherburne NY"
"395",2,"",451,"Sing-Sing","NY","5/7/1882","5/14/1882",1350,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Sing-Sing NY"
"396",2,"St. Joseph's",453,"New York","NY","11/6/1881","11/20/1881",5000,"3",NA,"","jubilee retreat",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"New York NY"
"397",2,"Cathedral",454,"Denver","CO","12/4/1881","12/14/1881",2900,"4",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Denver CO"
"398",2,"",455,"Boulder","CO","12/18/1881","12/22/1881",50,"1",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Boulder CO"
"399",2,"",456,"St. Vrain Valley","CO","1/8/1882","1/12/1882",35,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"St. Vrain Valley CO"
"400",2,"Church of the Immaculate Conception",456,"Leadville","CO","1/15/1882","1/29/1882",1700,"5",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Leadville CO"
"401",2,"",457,"Idaho Springs","CO","2/19/1882","2/26/1882",100,"3",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Idaho Springs CO"
"402",2,"",458,"South Boulder and Fort Collins","CO","3/19/1882","4/2/1882",NA,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"South Boulder and Fort Collins CO"
"403",2,"",458,"Robinson","CO","4/16/1882","4/24/1882",120,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Robinson CO"
"404",2,"",459,"Durango","CO","4/30/1882","5/7/1882",60,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Durango CO"
"405",2,"",459,"Gunnison","CO","5/8/1882","5/8/1882",NA,"",NA,"","mission",NA,NA,NA,NA,NA,"Paulist","",NA,NA,"Gunnison CO"
"406",3,"",5,"Franklin","PA","9/17/1882","9/24/1882",432,"6",NA,"Erie","mission",NA,NA,NA,NA,NA,"","",2,4,"Franklin PA"
"407",3,"St. Jerome's Church, 137th St. and Alexander Ave.",6,"New York","NY","10/1/1882","10/16/1882",2210,"1",NA,"New York","mission",NA,NA,NA,NA,NA,"","",NA,NA,"New York NY"
"408",3,"St. Teresa's Church",8,"Brooklyn","NY","10/22/1882","11/5/1882",2740,"2",NA,"Brooklyn","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Brooklyn NY"
"409",3,"St. John's Church",10,"Bellaire","OH","11/12/1882","11/27/1882",830,"2",NA,"Columbus","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Bellaire OH"
"410",3,"St. Patrick's Church",12,"Brockton","MA","11/26/1882","12/10/1882",2918,"1",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Brockton MA"
"411",3,"St. Leo's Church",14,"Irvington","NJ","12/17/1882","12/22/1882",125,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Irvington NJ"
"412",3,"",15,"Milford","MA","12/31/1882","1/10/1883",2700,"1",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Milford MA"
"413",3,"St. Paul the Apostle",17,"New York","NY","12/31/1882","1/28/1883",6825,"21",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"New York NY"
"414",3,"Church of the Sacred Heart",20,"East Cambridge","MA","2/4/1883","2/4/1883",5490,"2",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"East Cambridge MA"
"415",3,"St. Bridget's Church",23,"New York","NY","3/4/1883","3/25/1883",6082,"9",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"New York NY"
"416",3,"St. Ann's Church",26,"Baltimore","MD","4/15/1883","4/22/1883",970,"1",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Baltimore MD"
"417",3,"St. Rose of Lima",29,"New York","NY","4/15/1883","4/22/1883",850,"",NA,"","retreat",NA,NA,NA,NA,NA,"","",NA,NA,"New York NY"
"418",3,"St. Rose of Lima",30,"Chelsea","MA","4/22/1883","4/29/1883",1050,"",NA,"","retreat",NA,NA,NA,NA,NA,"","",NA,NA,"Chelsea MA"
"419",3,"",31,"Rockland","MA","5/6/1883","5/13/1883",1015,"1",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Rockland MA"
"420",3,"",33,"Abington","MA","5/13/1883","5/20/1883",952,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Abington MA"
"421",3,"",34,"Suffern","NY","5/13/1883","5/21/1883",170,"2",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Suffern NY"
"422",3,"St. Marys Church",34,"Houlton","ME","5/27/1883","6/3/1883",470,"2",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Houlton ME"
"423",3,"",36,"Fort Fairfield","ME","6/5/1883","6/10/1883",230,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Fort Fairfield ME"
"424",3,"St. Paul's Church",38,"Kensington","CT","5/6/1883","5/13/1883",395,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Kensington CT"
"425",3,"Our Lady of Mercy",39,"Plainville ","CT","5/13/1883","5/20/1883",298,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Plainville  CT"
"426",3,"St. Elizabeth's Church",43,"Fort Washington","NY","9/16/1883","9/23/1883",670,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Fort Washington NY"
"427",3,"St. John's Church",43,"Kings Bridge","NY","9/16/1883","9/23/1883",540,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Kings Bridge NY"
"428",3,"",46,"Plymouth ","MA","9/16/1883","9/23/1883",575,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Plymouth  MA"
"429",3,"",47,"Kingston","MA","9/16/1883","9/19/1883",190,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Kingston MA"
"430",3,"St. Peter's Church",49,"Poughkeepsie","NY","9/30/1883","10/7/1883",2500,"1",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Poughkeepsie NY"
"431",3,"St. Patrick's Church",52,"Audenried","PA","9/30/1883","10/7/1883",1600,"1",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Audenried PA"
"432",3,"St. Patrick's Church",52,"Beaver Meadows","PA","9/30/1883","10/7/1883",535,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Beaver Meadows PA"
"433",3,"Church of Our Lady of Perpetual Help",56,"Defiance","OH","10/14/1883","10/31/1883",625,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Defiance OH"
"434",3,"St. Patrick's Church",58,"Brooklyn","NY","10/7/1883","10/14/1883",1500,"",NA,"","retreat",NA,NA,NA,NA,NA,"","",NA,NA,"Brooklyn NY"
"435",3,"Church of the Sacred Heart",59,"Brooklyn","NY","10/21/1883","10/28/1883",1000,"",NA,"","retreat",NA,NA,NA,NA,NA,"","",NA,NA,"Brooklyn NY"
"436",3,"Church of the Holy Angels",60,"Chicago","IL","10/14/1883","10/21/1883",625,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Chicago IL"
"437",3,"Church of St. Peter and Paul",61,"Sandusky","OH","10/28/1883","11/5/1883",1362,"1",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Sandusky OH"
"438",3,"St. Mary's",62,"Harford Co.","MD","10/28/1883","11/4/1883",217,"",NA,"","mission",NA,NA,NA,NA,NA,"","",NA,NA,"Harford Co. MD"
